"1_HASH","2_REFACTORINGTYPE","3_OCORRIDO"
"7373b9893a976c1edc5f0cf184b83c3a5957c4e3","ADD_CLASS_ANNOTATION","Add Class Annotation Add Class Annotation	@SuppressWarnings({""SameNameButDifferent"" ""NullableTypeParameter"" ""TruthSelfEquals""}) in class com.google.auto.value.AutoValueJava8Test"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.ClassUsingQualifierWithArgsFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.ConstructorAnnotatedFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.ConstructorAnnotatedNonFinalFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.ConstructorAnnotatedThrowsFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.CustomNamedFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.CustomNullableFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class DefaultPackageFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.FactoryExtendingAbstractClassFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.FactoryExtendingAbstractClassThrowsFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.FactoryImplementingCreateMethod_ConcreteClassFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.FactoryImplementingGenericInterfaceExtensionFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.Generics_ExplicitFooImplFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.Generics_FooImplFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.Generics_FooImplWithClassFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.MixedDepsImplementingInterfacesFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.MultipleFactoriesConflictingParameterNamesFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.MultipleFactoriesImplementingInterface_ClassAFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.MultipleFactoriesImplementingInterface_ClassBFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.MultipleProvidedParamsSameKeyFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.NestedClassCustomNamedFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.NestedClasses_SimpleNestedClassFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.OnlyPrimitivesFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.ParameterAnnotationsFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.ProviderArgumentToCreateMethodFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.PublicClassFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.SimpleClassFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.SimpleClassImplementingMarkerFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.SimpleClassImplementingSimpleInterfaceFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.SimpleClassMixedDepsFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.SimpleClassNonFinalFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.SimpleClassNullableParametersFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.SimpleClassPassedDepsFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.SimpleClassProvidedDepsFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.SimpleClassProvidedProviderDepsFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.SimpleClassThrowsFactory"
"02ed92e39e73fb63dafc8b6dee7f81a8d4156b1d","MODIFY_CLASS_ANNOTATION","Modify Class Annotation Modify Class Annotation	@Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/master/factory"") to @Generated(value = ""com.google.auto.factory.processor.AutoFactoryProcessor""  comments = ""https://github.com/google/auto/tree/main/factory"") in class tests.SimpleClassVarargsFactory"
"91d5f32c6a749fde31085b99387028726321c2ee","ADD_PARAMETER","Add Parameter Add Parameter	nullables : Nullables in method private propertySet(executable Executable  propertyToGetterName Map<String String>  builderInitializers ImmutableMap<String String>  nullables Nullables) : ImmutableSet<Property> from class com.google.auto.value.processor.AutoBuilderProcessor"
"91d5f32c6a749fde31085b99387028726321c2ee","ADD_PARAMETER","Add Parameter Add Parameter	nullables : Nullables in method private newProperty(var VariableElement  identifier String  getterName String  builderInitializer Optional<String>  hasDefault boolean  nullables Nullables) : Property from class com.google.auto.value.processor.AutoBuilderProcessor"
"91d5f32c6a749fde31085b99387028726321c2ee","ADD_PARAMETER","Add Parameter Add Parameter	nullables : Nullables in method private annotationBuilderProperty(annotationMethod ExecutableElement  nullables Nullables) : Property from class com.google.auto.value.processor.AutoBuilderProcessor"
"91d5f32c6a749fde31085b99387028726321c2ee","ADD_PARAMETER","Add Parameter Add Parameter	nullables : Nullables in method private defineVarsForType(type TypeElement  vars AutoOneOfTemplateVars  propertyMethodsAndTypes ImmutableMap<ExecutableElement TypeMirror>  kindGetter ExecutableElement  nullables Nullables) : void from class com.google.auto.value.processor.AutoOneOfProcessor"
"91d5f32c6a749fde31085b99387028726321c2ee","ADD_PARAMETER","Add Parameter Add Parameter	nullables : Nullables in method private defineVarsForType(type TypeElement  vars AutoValueTemplateVars  toBuilderMethods ImmutableSet<ExecutableElement>  propertyMethodsAndTypes ImmutableMap<ExecutableElement TypeMirror>  maybeBuilder Optional<BuilderSpec.Builder>  nullables Nullables) : void from class com.google.auto.value.processor.AutoValueProcessor"
"91d5f32c6a749fde31085b99387028726321c2ee","ADD_PARAMETER","Add Parameter Add Parameter	nullables : Nullables in method package Property(name String  identifier String  type String  typeMirror TypeMirror  nullableAnnotation Optional<String>  nullables Nullables  getter String  maybeBuilderInitializer Optional<String>  hasDefault boolean) from class com.google.auto.value.processor.AutoValueishProcessor.Property"
"91d5f32c6a749fde31085b99387028726321c2ee","ADD_PARAMETER","Add Parameter Add Parameter	typeMirror : TypeMirror in method private builderInitializer(typeMirror TypeMirror  nullableAnnotation Optional<String>) : String from class com.google.auto.value.processor.AutoValueishProcessor.Property"
"91d5f32c6a749fde31085b99387028726321c2ee","ADD_PARAMETER","Add Parameter Add Parameter	nullableAnnotation : Optional<String> in method private builderInitializer(typeMirror TypeMirror  nullableAnnotation Optional<String>) : String from class com.google.auto.value.processor.AutoValueishProcessor.Property"
"91d5f32c6a749fde31085b99387028726321c2ee","ADD_METHOD_MODIFIER","Add Method Modifier Add Method Modifier	static in method private builderInitializer(typeMirror TypeMirror  nullableAnnotation Optional<String>) : String from class com.google.auto.value.processor.AutoValueishProcessor.Property"
"91d5f32c6a749fde31085b99387028726321c2ee","RENAME_PARAMETER","Rename Parameter Rename Parameter	type : String to typeString : String in method package GetterProperty(name String  identifier String  method ExecutableElement  typeMirror TypeMirror  typeString String  fieldAnnotations ImmutableList<String>  methodAnnotations ImmutableList<String>  nullableAnnotation Optional<String>  nullables Nullables) from class com.google.auto.value.processor.AutoValueishProcessor.GetterProperty"
"91d5f32c6a749fde31085b99387028726321c2ee","ADD_PARAMETER","Add Parameter Add Parameter	typeMirror : TypeMirror in method package GetterProperty(name String  identifier String  method ExecutableElement  typeMirror TypeMirror  typeString String  fieldAnnotations ImmutableList<String>  methodAnnotations ImmutableList<String>  nullableAnnotation Optional<String>  nullables Nullables) from class com.google.auto.value.processor.AutoValueishProcessor.GetterProperty"
"91d5f32c6a749fde31085b99387028726321c2ee","ADD_PARAMETER","Add Parameter Add Parameter	nullables : Nullables in method package GetterProperty(name String  identifier String  method ExecutableElement  typeMirror TypeMirror  typeString String  fieldAnnotations ImmutableList<String>  methodAnnotations ImmutableList<String>  nullableAnnotation Optional<String>  nullables Nullables) from class com.google.auto.value.processor.AutoValueishProcessor.GetterProperty"
"91d5f32c6a749fde31085b99387028726321c2ee","RENAME_VARIABLE","Rename Variable Rename Variable	propertyType : String to propertyTypeString : String in method package propertySet(propertyMethodsAndTypes ImmutableMap<ExecutableElement TypeMirror>  annotatedPropertyFields ImmutableListMultimap<ExecutableElement AnnotationMirror>  annotatedPropertyMethods ImmutableListMultimap<ExecutableElement AnnotationMirror>  nullables Nullables) : ImmutableSet<Property> from class com.google.auto.value.processor.AutoValueishProcessor"
"91d5f32c6a749fde31085b99387028726321c2ee","ADD_PARAMETER","Add Parameter Add Parameter	nullables : Nullables in method package propertySet(propertyMethodsAndTypes ImmutableMap<ExecutableElement TypeMirror>  annotatedPropertyFields ImmutableListMultimap<ExecutableElement AnnotationMirror>  annotatedPropertyMethods ImmutableListMultimap<ExecutableElement AnnotationMirror>  nullables Nullables) : ImmutableSet<Property> from class com.google.auto.value.processor.AutoValueishProcessor"
"91d5f32c6a749fde31085b99387028726321c2ee","INLINE_VARIABLE","Inline Variable Inline Variable	nullable : Optional<AnnotationMirror> in method package defineSharedVarsForType(type TypeElement  methods ImmutableSet<ExecutableElement>  vars AutoValueishTemplateVars) : void from class com.google.auto.value.processor.AutoValueishProcessor"
"91d5f32c6a749fde31085b99387028726321c2ee","CHANGE_VARIABLE_TYPE","Change Variable Type Change Variable Type	nullable : Optional<AnnotationMirror> to nullables : Nullables in method package defineSharedVarsForType(type TypeElement  methods ImmutableSet<ExecutableElement>  nullables Nullables  vars AutoValueishTemplateVars) : void from class com.google.auto.value.processor.AutoValueishProcessor"
"91d5f32c6a749fde31085b99387028726321c2ee","PARAMETERIZE_VARIABLE","Parameterize Variable Parameterize Variable	nullable : Optional<AnnotationMirror> to nullables : Nullables in method package defineSharedVarsForType(type TypeElement  methods ImmutableSet<ExecutableElement>  nullables Nullables  vars AutoValueishTemplateVars) : void from class com.google.auto.value.processor.AutoValueishProcessor"
"91d5f32c6a749fde31085b99387028726321c2ee","REMOVE_PARAMETER","Remove Parameter Remove Parameter	nullable : Optional<AnnotationMirror> in method package equalsParameterType(methodsToGenerate Map<ObjectMethod ExecutableElement>  nullable Optional<AnnotationMirror>) : String from class com.google.auto.value.processor.AutoValueishProcessor"
"91d5f32c6a749fde31085b99387028726321c2ee","ADD_PARAMETER","Add Parameter Add Parameter	nullables : Nullables in method package equalsParameterType(methodsToGenerate Map<ObjectMethod ExecutableElement>  nullables Nullables) : String from class com.google.auto.value.processor.AutoValueishProcessor"
"91d5f32c6a749fde31085b99387028726321c2ee","RENAME_METHOD","Rename Method Rename Method	package Nullables(processingEnv ProcessingEnvironment) renamed to private defaultNullableTypeAnnotation(processingEnv ProcessingEnvironment) : Optional<AnnotationMirror> in class com.google.auto.value.processor.Nullables"
"91d5f32c6a749fde31085b99387028726321c2ee","RENAME_METHOD","Rename Method Rename Method	package appropriateNullableGivenMethods(methods Collection<ExecutableElement>) : Optional<AnnotationMirror> renamed to package fromMethods(processingEnv ProcessingEnvironment  methods Collection<ExecutableElement>) : Nullables in class com.google.auto.value.processor.Nullables"
"91d5f32c6a749fde31085b99387028726321c2ee","INLINE_OPERATION","Inline Method Inline Method	package nullableMentionedInMethods(methods Collection<ExecutableElement>) : Optional<AnnotationMirror> inlined to package fromMethods(processingEnv ProcessingEnvironment  methods Collection<ExecutableElement>) : Nullables in class com.google.auto.value.processor.Nullables"
"91d5f32c6a749fde31085b99387028726321c2ee","CHANGE_OPERATION_ACCESS_MODIFIER","Change Method Access Modifier Change Method Access Modifier	package to private in method private defaultNullableTypeAnnotation(processingEnv ProcessingEnvironment) : Optional<AnnotationMirror> from class com.google.auto.value.processor.Nullables"
"91d5f32c6a749fde31085b99387028726321c2ee","ADD_METHOD_MODIFIER","Add Method Modifier Add Method Modifier	static in method private defaultNullableTypeAnnotation(processingEnv ProcessingEnvironment) : Optional<AnnotationMirror> from class com.google.auto.value.processor.Nullables"
"91d5f32c6a749fde31085b99387028726321c2ee","CHANGE_RETURN_TYPE","Change Return Type Change Return Type	Optional<AnnotationMirror> to Nullables in method package fromMethods(processingEnv ProcessingEnvironment  methods Collection<ExecutableElement>) : Nullables from class com.google.auto.value.processor.Nullables"
"91d5f32c6a749fde31085b99387028726321c2ee","ADD_PARAMETER","Add Parameter Add Parameter	processingEnv : ProcessingEnvironment in method package fromMethods(processingEnv ProcessingEnvironment  methods Collection<ExecutableElement>) : Nullables from class com.google.auto.value.processor.Nullables"
"91d5f32c6a749fde31085b99387028726321c2ee","ADD_METHOD_MODIFIER","Add Method Modifier Add Method Modifier	static in method package fromMethods(processingEnv ProcessingEnvironment  methods Collection<ExecutableElement>) : Nullables from class com.google.auto.value.processor.Nullables"
"91d5f32c6a749fde31085b99387028726321c2ee","ADD_METHOD_MODIFIER","Add Method Modifier Add Method Modifier	static in method private sorted(imports String...) : String from class com.google.auto.value.processor.AutoValueCompilationTest"
"91d5f32c6a749fde31085b99387028726321c2ee","EXTRACT_AND_MOVE_OPERATION","Extract And Move Method Extract And Move Method	private sorted(imports String...) : String extracted from private sorted(imports String...) : String in class com.google.auto.value.processor.AutoValueCompilationTest & moved to class com.google.auto.value.processor.AutoBuilderCompilationTest"
"097f0ee6ffb0dc2a663d8afa0744ee1f230ae712","ADD_CLASS_ANNOTATION","Add Class Annotation Add Class Annotation	@SuppressWarnings(""DefaultPackage"") in class PackagelessNestedValueType"
"097f0ee6ffb0dc2a663d8afa0744ee1f230ae712","ADD_CLASS_ANNOTATION","Add Class Annotation Add Class Annotation	@SuppressWarnings(""DefaultPackage"") in class PackagelessValueType"
"4bb91ca4fcca60890e392a2d4f641e63ad369a3c","CHANGE_VARIABLE_TYPE","Change Variable Type Change Variable Type	annotations : List<AnnotationSpec> to annotations : ImmutableList<AnnotationSpec> in method private parameters(parameters Iterable<Parameter>) : ImmutableList<ParameterSpec> from class com.google.auto.factory.processor.FactoryWriter"
"4bb91ca4fcca60890e392a2d4f641e63ad369a3c","CHANGE_VARIABLE_TYPE","Change Variable Type Change Variable Type	annotations : List<AnnotationMirror> to annotations : ImmutableList<AnnotationMirror> in method private forVariableElement(variable VariableElement  type TypeMirror  types Types) : Parameter from class com.google.auto.factory.processor.Parameter"
"4bb91ca4fcca60890e392a2d4f641e63ad369a3c","EXTRACT_AND_MOVE_OPERATION","Extract And Move Method Extract And Move Method	package annotations() : ImmutableList<AnnotationMirror> extracted from private parameters(parameters Iterable<Parameter>) : ImmutableList<ParameterSpec> in class com.google.auto.factory.processor.FactoryWriter & moved to class com.google.auto.factory.processor.Parameter"
"dffe1f8c765bab96f2fb0a0ec0ea1ece5ac95c3a","RENAME_ATTRIBUTE","Rename Attribute Rename Attribute	invalidIdentifierCharacters : CharMatcher to INVALID_IDENTIFIER_CHARACTERS : CharMatcher in class com.google.auto.factory.processor.FactoryDescriptor"
"4815a712ef430d76d96e7a7fb0a82729fd9b85e4","ADD_PARAMETER","Add Parameter Add Parameter	allSetBitmask : String in method package BitmaskField(type Class<?>  name String  allSetBitmask String  allRequiredBitmask String) from class com.google.auto.value.processor.BuilderRequiredProperties.BitmaskField"
"b3b53a3443016cf6049d5c5ca957e079cb38bf16","CHANGE_VARIABLE_TYPE","Change Variable Type Change Variable Type	propertyToGetterName : Map<String String> to propertyToGetterName : ImmutableMap<String String> in method private processType(autoBuilderType TypeElement  ofClass TypeElement  callMethod String) : void from class com.google.auto.value.processor.AutoBuilderProcessor"
"b3b53a3443016cf6049d5c5ca957e079cb38bf16","CHANGE_OPERATION_ACCESS_MODIFIER","Change Method Access Modifier Change Method Access Modifier	package to public in method public getName() : String from class com.google.auto.value.processor.BuilderSpec.PropertyGetter"
"26f073f8371577da8237631767ad127c41bbb462","RENAME_METHOD","Rename Method Rename Method	private typeElementFor(clazz Class<?>) : TypeElement renamed to private getTypeElementFor(clazz Class<?>) : TypeElement in class com.google.auto.common.MoreTypesIsTypeOfTest"
"26f073f8371577da8237631767ad127c41bbb462","EXTRACT_VARIABLE","Extract Variable Extract Variable	TestTypeTypeMirror : TypeMirror in method public isTypeOf_declaredType() : void from class com.google.auto.common.MoreTypesIsTypeOfTest"
"26f073f8371577da8237631767ad127c41bbb462","EXTRACT_VARIABLE","Extract Variable Extract Variable	methodType : TypeMirror in method public isTypeOf_fail() : void from class com.google.auto.common.MoreTypesIsTypeOfTest"
